Date,AAPL,PETR4.SA,VALE3.SA
2025-07-17,209.78192138671875,31.46999931335449,52.45919418334961
2025-07-18,210.9405975341797,30.989999771118164,52.71038055419922
2025-07-21,212.23912048339844,31.049999237060547,54.14986801147461
2025-07-22,214.15695190429688,31.350000381469727,55.55071258544922
2025-07-23,213.9072265625,31.989999771118164,55.47342300415039
2025-07-24,213.5176696777344,31.940000534057617,54.61359405517578
2025-07-25,213.63754272460935,31.979999542236328,53.81173324584961
2025-07-28,213.80735778808597,32.02000045776367,53.2900390625
2025-07-29,211.03050231933597,32.439998626708984,52.96156311035156
2025-07-30,208.81301879882807,32.77000045776367,52.01478576660156
2025-07-31,207.33470153808597,32.63999938964844,51.64767074584961
2025-08-01,202.1505889892578,32.209999084472656,51.92783737182617
2025-08-04,203.11949157714844,32.15999984741211,52.34326171875
2025-08-05,202.68995666503903,32.310001373291016,52.275634765625
2025-08-06,213.0082550048828,32.349998474121094,51.94716262817383
2025-08-07,219.7805633544922,32.529998779296875,52.32394027709961
2025-08-08,229.0900115966797,30.530000686645508,53.51224136352539
2025-08-11,227.17999267578125,30.71999931335449,53.45427703857422
2025-08-12,229.6499938964844,30.799999237060547,54.01461410522461
2025-08-13,233.3300018310547,30.56999969482422,54.09000015258789
2025-08-14,232.77999877929688,30.18000030517578,53.41999816894531
2025-08-15,231.02999877929688,29.959999084472656,53.22999954223633
